,Date,username,source,location,tweet,num_of_likes,num_of_retweet,Date1,Month,cleaned_tweets,score,sentiment
244,2022-07-08 18:02:08+00:00,NiklausFuller,Hypefury,"Atlanta, GA",It's safe to say we are in a tech bubble when GameStop is one of the last companies to do layoffs instead of one of the firsts.,1,0,2022-07-08,7,its safe to say we are in a tech bubble when gamestop is one of the last companies to do layoffs instead of one of the firsts,0.4404,Positive
245,2022-07-26 23:21:03+00:00,danjac0b,Twitter for iPhone,Philadelphia,"These tech layoffs are a good reminder to never show your company loyalty - you’re a line item.

Get your experience and job hop.",1,0,2022-07-26,7,these tech layoffs are a good reminder to never show your company loyalty  you’re a line itemget your experience and job hop,0.7506,Positive
246,2022-07-13 18:46:08+00:00,CryptoCompassUS,Twitter Web App,Los Angeles,"Layoffs continue for the tech related industry in the bay area is making employees nervous.  Tesla is included.  
#pinkslip #laidoff #job #security #futureofwork #market #BAYC #CryptoNews",3,1,2022-07-13,7,layoffs continue for the tech related industry in the bay area is making employees nervous  tesla is included  pinkslip laidoff job security futureofwork market bayc cryptonews,0.0772,Positive
247,2022-07-26 16:10:00+00:00,SilbergleitJr,Twitter Web App,,"Shopify, Canada's greatest tech darling, is laying off 10% (~1000 people) of its workforce.

Layoffs are part of recessions. There will be more to come, Shopify is not the last one.

This will just further speed up the process of real estate cool down and force deleveraging.",11,0,2022-07-26,7,shopify canadas greatest tech darling is laying off   people of its workforcelayoffs are part of recessions there will be more to come shopify is not the last onethis will just further speed up the process of real estate cool down and force deleveraging,0.8834,Positive
248,2022-07-21 22:13:13+00:00,neednewshorts,Twitter Web App,Occupied Ak-Chin land,"""Tech layoffs may reverse employment gains"" uhhhh YA THINK SO? And this shit happens EVERY. FUCKING. TIME, man. Unemployment goes down, then the shitty fucking companies do all their damn layoffs. It's THE SAME BULLSHIT OVER AND OVER AGAIN",5,1,2022-07-21,7,tech layoffs may reverse employment gains uhhhh ya think so and this shit happens every fucking time man unemployment goes down then the shitty fucking companies do all their damn layoffs its the same bullshit over and over again,-0.9472,Negative
249,2022-07-26 14:01:11+00:00,phillmv,Twitter for iPhone,Toronto,"sucks that shopify is doing layoffs, but also they grew headcount by 40% last year???

i don’t fully grok how tech company management expect to keep the lights on with that kind of disruption to their organization",13,0,2022-07-26,7,sucks that shopify is doing layoffs but also they grew headcount by  last yeari don’t fully grok how tech company management expect to keep the lights on with that kind of disruption to their organization,-0.664,Negative
250,2022-07-14 18:47:47+00:00,mainetranadaa,Twitter for iPhone,EBH,All these tech layoffs,0,0,2022-07-14,7,all these tech layoffs,0.0,Neutral
251,2022-07-19 14:47:51+00:00,iAmChrisNeal,Twitter for iPhone,North Carolina,"All these folks on Twitter getting $200K jobs in tech in 30 days with no experience at a time where a bunch of tech companies worldwide are having vast layoffs and hiring freezes… 
🗣🗣🗣somebody lying your honor!",6,1,2022-07-19,7,all these folks on twitter getting  jobs in tech in  days with no experience at a time where a bunch of tech companies worldwide are having vast layoffs and hiring freezes… 🗣🗣🗣somebody lying your honor,-0.34,Negative
252,2022-07-26 19:59:17+00:00,aleksakostic_,Twitter for iPhone,San Diego,"“Go into tech!” They all said
“There are millions of open jobs” they all said
As 30,000 in tech have been laid off in the US this year 🙄🙄🙄
#recession #economy #layoffs",2,0,2022-07-26,7,“go into tech” they all said“there are millions of open jobs” they all saidas  in tech have been laid off in the us this year 🙄🙄🙄recession economy layoffs,0.0,Neutral
253,2022-07-01 05:07:00+00:00,UppityBch,Twitter for iPhone,,"These layoffs happening. My gods. Hundreds of folks in  tech, home buying, entertainment, etc. I’m fatigued with the biweekly once-in-a-lifetime events.",1,0,2022-07-01,7,these layoffs happening my gods hundreds of folks in  tech home buying entertainment etc i’m fatigued with the biweekly onceinalifetime events,0.1027,Positive
254,2022-07-21 16:13:19+00:00,JesseTinsley,Twitter for Android,Silicon Valley,"Prediction: Within 18 months Recruiter again will be the hottest job in Tech.

*Peak Recruiter hiring cycle*

1) Companies layoff Recruiters
2) Companies stocks recover
3) Business leaders need to grow revenue = Huge hiring goals
4) Recruiters are now #1 in demand and scarce",30,3,2022-07-21,7,prediction within  months recruiter again will be the hottest job in techpeak recruiter hiring  companies layoff  companies stocks  business leaders need to grow revenue  huge hiring  recruiters are now  in demand and scarce,0.2023,Positive
255,2022-07-20 17:56:37+00:00,SuchiPahi,Twitter for iPhone,"Washington, DC",The tech startup layoffs are coming faster and faster in LinkedIn. 👀,14,3,2022-07-20,7,the tech startup layoffs are coming faster and faster in linkedin 👀,0.0,Neutral
256,2022-07-20 17:18:35+00:00,JosephRamelli,Twitter Web App,The Left Coast,Avoid all SaaS plays and even consider going short. Most of the growth in seats in the industry was coming from other SaaS and tech companies. Layoffs are going to be a vicious downward spiral as more seat losses spurn more layoffs cause more seat losses and on and on....,1,0,2022-07-20,7,avoid all saas plays and even consider going short most of the growth in seats in the industry was coming from other saas and tech companies layoffs are going to be a vicious downward spiral as more seat losses spurn more layoffs cause more seat losses and on and on,-0.6997,Negative
257,2022-07-22 02:13:32+00:00,spencermusic10,Twitter for iPhone,salt lake city,"Man. Seeing these layoffs continue in the tech world on LinkedIn has me feeling sad for those affected. Hit a little closer than it has before with my cousin being part of the Owlet layoffs. 

I feel pretty secure in my position but you never know what could happen.",9,0,2022-07-22,7,man seeing these layoffs continue in the tech world on linkedin has me feeling sad for those affected hit a little closer than it has before with my cousin being part of the owlet layoffs i feel pretty secure in my position but you never know what could happen,0.1779,Positive
258,2022-07-14 23:02:48+00:00,Cookthoughts,Twitter for iPhone,,Kind of crazy how much is going on with food tech with layoffs and what not. Super sad to see.,2,0,2022-07-14,7,kind of crazy how much is going on with food tech with layoffs and what not super sad to see,-0.4574,Negative
259,2022-07-11 12:34:33+00:00,benny_da_trader,Twitter for iPhone,"Detroit, MI","The dollar gaining strength ( $dyx ) and setting highs of the last millennium is not good heading into earnings season. Especially when we know it’s going to be ugly with hiring freezes, layoffs, and lowered guidances at a lot of big tech companies",1,0,2022-07-11,7,the dollar gaining strength  dyx  and setting highs of the last millennium is not good heading into earnings season especially when we know it’s going to be ugly with hiring freezes layoffs and lowered guidances at a lot of big tech companies,-0.0788,Negative
260,2022-07-21 20:34:40+00:00,MikeZaccardi,TweetDeck,"Jacksonville Beach, FL","Tech sector gameplan:

-layoff 20% of workforce
-repost jobs at 20% less salary",20,1,2022-07-21,7,tech sector gameplanlayoff  of workforcerepost jobs at  less salary,0.0,Neutral
261,2022-07-12 08:17:39+00:00,djoragui,Twitter Web App,United Kingdom,"As the layoffs in tech continue to surge 😫 — they all state the ""economic climate"" as the reason for layoffs, but I can't shake the feeling of this being a cop out for what is actually poor contingency planning &amp; GAAC mentality...",3,0,2022-07-12,7,as the layoffs in tech continue to surge 😫 — they all state the economic climate as the reason for layoffs but i cant shake the feeling of this being a cop out for what is actually poor contingency planning amp gaac mentality,-0.7076,Negative
262,2022-07-08 12:51:06+00:00,jjmiv,Twitter Web App,"Narberth, PA",keep seeing tech layoffs trickling in - hope folks are ok! reach out if you need a connection or something!,1,0,2022-07-08,7,keep seeing tech layoffs trickling in  hope folks are ok reach out if you need a connection or something,0.6124,Positive
263,2022-07-26 20:41:12+00:00,more4lessresume,Twitter for iPhone,,"Don’t let tech layoffs discourage you! There is a reason I introduced you to healthtech and biotech these industries are still hiring, growing &amp; going strong amidst lays offs because health &amp; pharma are growing amid the pandemic 😷 what questions do you have?",2,0,2022-07-26,7,don’t let tech layoffs discourage you there is a reason i introduced you to healthtech and biotech these industries are still hiring growing amp going strong amidst lays offs because health amp pharma are growing amid the pandemic 😷 what questions do you have,0.4404,Positive
264,2022-07-09 10:18:38+00:00,bbc5live,Twitter for Advertisers,"Salford, United Kingdom","‘The stock is down, employees are leaving and they’ve started layoffs. It’s a disaster for them’
 
As Elon Musk pulls out of $44bn deal to buy Twitter, @ChrisWarburton_ spoke to tech reporter Kali Hayes about where this leaves the social network ⬇️
 
🎧 Listen on @BBCSounds",7,3,2022-07-09,7,‘the stock is down employees are leaving and they’ve started layoffs it’s a disaster for them’ as elon musk pulls out of  deal to buy twitter chriswarburton spoke to tech reporter kali hayes about where this leaves the social network ⬇️ 🎧 listen on bbcsounds,-0.6249,Negative
265,2022-07-26 22:05:37+00:00,krames12,Twitter for Android,"Southgate, MI",All of these layoffs in tech is having me really fired up about starting to figure out more than one stream of income.,2,0,2022-07-26,7,all of these layoffs in tech is having me really fired up about starting to figure out more than one stream of income,-0.5984,Negative
266,2022-07-28 14:06:53+00:00,Zach_Zayac,Twitter for iPhone,United States,"If your a startup and seeing the layoffs in tech freaks you out…

You’re not seeing the huge tactical and strategic opportunity this could be. Get out there and get talent you could never poach before.

It’s sad, but nows the time to share your vision + find talented believers",2,0,2022-07-28,7,if your a startup and seeing the layoffs in tech freaks you out…you’re not seeing the huge tactical and strategic opportunity this could be get out there and get talent you could never poach beforeit’s sad but nows the time to share your vision  find talented believers,0.9126,Positive
267,2022-07-26 15:28:38+00:00,matthew_sigel,Twitter Web App,NYC,"$K2F AU gmi: ""There's been some quite significant layoffs ... of crypto tech people. It's certainly something we're aware of and we are looking at what opportunities exist in terms of picking up the right people for the right jobs in those interests.""",0,0,2022-07-26,7, au gmi theres been some quite significant layoffs  of crypto tech people its certainly something were aware of and we are looking at what opportunities exist in terms of picking up the right people for the right jobs in those interests,0.796,Positive
268,2022-07-20 21:53:31+00:00,tatianadior,Twitter for iPhone,,Y’all gotta stop fear mongering about these tech layoffs. A lot of our roles are STILL very much in demand.,1,0,2022-07-20,7,y’all gotta stop fear mongering about these tech layoffs a lot of our roles are still very much in demand,-0.7884,Negative
269,2022-07-28 20:56:49+00:00,nikkibomb,Twitter for Android,United States of America ,"The Fed will raise interest rates by the end of the year. I don't think inflation is temporary. Currently, mass layoffs of big tech companies are taking place.",0,0,2022-07-28,7,the fed will raise interest rates by the end of the year i dont think inflation is temporary currently mass layoffs of big tech companies are taking place,0.4588,Positive
270,2022-07-14 22:41:03+00:00,KobeissiLetter,Twitter Web App,United States,"Economic update:

1. Home supply up for first time since 2019

2. Most tech layoffs since 2001 crash

3. Average rent up 5.8% in June, highest since 1986

4. Americans lost $3400 in annual wages due to inflation

5. Inflation now 9.1%, highest in 41 years

The recession is here.",699,183,2022-07-14,7,economic  home supply up for first time since  most tech layoffs since   average rent up  in june highest since  americans lost  in annual wages due to  inflation now  highest in  yearsthe recession is here,-0.6249,Negative
271,2022-07-13 20:27:21+00:00,IktoSitconski,Twitter Web App,Grass Dance Country,Right now there is a First Generational College Student who just graduated with a CS degree and now Tech Companies are having layoffs and hiring freezes.,1,0,2022-07-13,7,right now there is a first generational college student who just graduated with a cs degree and now tech companies are having layoffs and hiring freezes,-0.0258,Neutral
272,2022-07-09 23:45:39+00:00,HelmHambrgrHand,Twitter for Android,,"One of the things I keep seeing is the tech industry is flailing, having layoffs etc. 
I don't think that's the case. It's almost entirely related to crypto/NFT based companies (the failure was inevitable) and large overbuilt silicone valley type investment sinks.",2,0,2022-07-09,7,one of the things i keep seeing is the tech industry is flailing having layoffs etc i dont think thats the case its almost entirely related to cryptonft based companies the failure was inevitable and large overbuilt silicone valley type investment sinks,-0.5106,Negative
273,2022-07-27 20:42:18+00:00,Kuwade1,Twitter Web App,,Too many Layoffs in the big tech space omo.,0,0,2022-07-27,7,too many layoffs in the big tech space omo,0.0,Neutral
274,2022-07-09 02:16:13+00:00,atteesuhonen,Twitter for iPhone,Global | Online,Crypto Winter Watch: all the big tech layoffs; record withdrawals and currency selloffs; and bankruptcies sparked by the $2 Trillion dollar global crash #blockchain #business #markets,1,1,2022-07-09,7,crypto winter watch all the big tech layoffs record withdrawals and currency selloffs and bankruptcies sparked by the  trillion dollar global crash blockchain business markets,-0.4019,Negative
275,2022-07-26 18:52:05+00:00,phlndrws,Typefully,,"Until you see engineers or 20%+ of staff being laid off at the tech firms doing layoffs there isn't a complete signal yet. 

10% is basically trimming the herd that probably became bloated with low performers on a 2020 pandemic hiring spree.

$SHOP",17,3,2022-07-26,7,until you see engineers or  of staff being laid off at the tech firms doing layoffs there isnt a complete signal yet  is basically trimming the herd that probably became bloated with low performers on a  pandemic hiring spreeshop,-0.2732,Negative
276,2022-07-18 23:44:32+00:00,AWIRE4,Twitter Web App,Greater Philadelphia Area,"What is going on with this layoff wave?

On another note, I received some positive feedback for asking a question. This isn't always the norm in #TECH.

Yes.

I ask questions. It's part of critical thinking.",0,0,2022-07-18,7,what is going on with this layoff waveon another note i received some positive feedback for asking a question this isnt always the norm in techyesi ask questions its part of critical thinking,0.3182,Positive
277,2022-07-22 15:15:15+00:00,ndxtp,Twitter for iPhone,a heartworn highway,"With the recent layoffs in tech around town, I’ve seen a handful of takes like “employees cannot be treated like this, they are people, not resources”, which I agree with but like, this is what companies do. I don’t understand the surprise.",0,0,2022-07-22,7,with the recent layoffs in tech around town i’ve seen a handful of takes like “employees cannot be treated like this they are people not resources” which i agree with but like this is what companies do i don’t understand the surprise,0.7811,Positive
278,2022-07-21 13:53:48+00:00,martyswant,Twitter Web App,"New York, NY","Despite layoffs across a range of marketing &amp; tech companies, major agency holding companies are putting out some pretty optimistic forecasts for the second half of 2022.

Publicis raised its guidance this morning just days after Omnicom. (Dentsu also still predicting ad growth.)",14,0,2022-07-21,7,despite layoffs across a range of marketing amp tech companies major agency holding companies are putting out some pretty optimistic forecasts for the second half of  raised its guidance this morning just days after omnicom dentsu also still predicting ad growth,0.7964,Positive
279,2022-07-19 17:11:54+00:00,highgravity800,Twitter for iPhone,"Baltimore, MD","The asset bubble is still alive and well. When the corrective wave completes in the upcoming weeks, we will begin 3rd wave declines at all degrees of trend. It will be a waterfall decline SPX target 3200. It will be shocking. Unprofitable tech layoffs will tick up.",0,0,2022-07-19,7,the asset bubble is still alive and well when the corrective wave completes in the upcoming weeks we will begin  wave declines at all degrees of trend it will be a waterfall decline spx target  it will be shocking unprofitable tech layoffs will tick up,0.5423,Positive
280,2022-07-28 11:21:28+00:00,eddiememey,Twitter for iPhone,,New tech layoffs every single day - if you didn’t raise at the top you’re kinda fucked,2,0,2022-07-28,7,new tech layoffs every single day  if you didn’t raise at the top you’re kinda fucked,-0.5118,Negative
281,2022-07-19 14:53:48+00:00,MandelaVibes,Twitter Web App,Metaverse,"Tech companies were giving out crazy salaries only to then do layoffs months later.  

I bet a lot of people are locked in on some huge mortgages. Yikes",0,0,2022-07-19,7,tech companies were giving out crazy salaries only to then do layoffs months later  i bet a lot of people are locked in on some huge mortgages yikes,0.3182,Positive
282,2022-07-17 15:02:26+00:00,taragreth,Twitter for iPhone,Philippines,"Tech layoffs are bubbling, next is real estate industry.",0,0,2022-07-17,7,tech layoffs are bubbling next is real estate industry,0.0,Neutral
283,2022-07-15 19:16:29+00:00,lawhon_sam,Twitter Web App,"Houston, TX",Layoffs right now are almost all in the over-valued tech space where capital management was an afterthought of an afterthought. The real concern comes when we see layoffs in industrial &amp; service sectors.,48,0,2022-07-15,7,layoffs right now are almost all in the overvalued tech space where capital management was an afterthought of an afterthought the real concern comes when we see layoffs in industrial amp service sectors,0.0,Neutral
284,2022-07-02 19:24:58+00:00,FitSunflower,SocialChamp IO ,,"The end of a second straight month of layoffs in tech  asc,nskcnsM",0,0,2022-07-02,7,the end of a second straight month of layoffs in tech  ascnskcnsm,0.2263,Positive
285,2022-07-19 17:10:35+00:00,theheavysummer,Twitter for iPhone,,"Tech consultant friends, I’ve had 5 interviews in the last 2 weeks. Wondering if I should keep my contract position and bite the bullet to avoid possible layoff in a FT position. I’m seeing massive layoffs. #tech #layoffs #womenwhocode",0,1,2022-07-19,7,tech consultant friends i’ve had  interviews in the last  weeks wondering if i should keep my contract position and bite the bullet to avoid possible layoff in a ft position i’m seeing massive layoffs tech layoffs womenwhocode,0.2263,Positive
286,2022-07-18 20:47:12+00:00,_PettyCrocker,Tweetlogix,Jawnsey.,"People talk about salaries and perks with this tech/job hunting pop but ppl also need to do research on the company itself

The pandemic already started the unstable climate we’re in and these layoffs are proof",18,8,2022-07-18,7,people talk about salaries and perks with this techjob hunting pop but ppl also need to do research on the company itselfthe pandemic already started the unstable climate we’re in and these layoffs are proof,-0.5023,Negative
287,2022-07-14 18:36:51+00:00,Fern_HerreraJr,Twitter for iPhone,"Chicago, IL",All these tech layoffs have my anxiety rising.,0,0,2022-07-14,7,all these tech layoffs have my anxiety rising,-0.1779,Negative
288,2022-07-01 14:48:25+00:00,conzimp,Twitter for iPhone,"Brooklyn, NY","inflation peaking w/ commodities rolling over but not fast enough for fed to stop raising rates

bonds turning around + 10Y coming down &amp; credit spreads widening pricing in recession risk

tech growth + crypto multi-year chart breakdowns &amp; layoffs

dxy strong-est, eurozone &lt; us",34,1,2022-07-01,7,inflation peaking w commodities rolling over but not fast enough for fed to stop raising ratesbonds turning around   coming down amp credit spreads widening pricing in recession risktech growth  crypto multiyear chart breakdowns amp layoffsdxy strongest eurozone lt us,0.631,Positive
289,2022-07-20 16:31:19+00:00,tokyoXmo,Twitter for iPhone,"Dallas, TX","Last week, the company I loved working for since May cut my team in half and eliminated 7 positions entirely. Mine was one of them. I’ve never experienced layoffs before, and unfortunately in this market, tech is running rampant with them.

Navigating this is wild. Send help 😂",122,5,2022-07-20,7,last week the company i loved working for since may cut my team in half and eliminated  positions entirely mine was one of them i’ve never experienced layoffs before and unfortunately in this market tech is running rampant with themnavigating this is wild send help 😂,0.7184,Positive
290,2022-07-08 10:00:55+00:00,catcheronthesly,Twitter Web App,"Bengaluru, India","Startup layoffs triggered panic among senior professionals: survey, says @EconomicTimes 

Abt 30% of senior professionals at about 200 co.s employing 200,000+ people are seeking opportunities in other industries such as IT services, supply chain..and other mature tech co.s.😑",1,0,2022-07-08,7,startup layoffs triggered panic among senior professionals survey says economictimes abt  of senior professionals at about  cos employing  people are seeking opportunities in other industries such as it services supply chainand other mature tech cos😑,0.2732,Positive
291,2022-07-01 14:23:24+00:00,RnchoDelValkyri,Twitter for Android,"35 miles S.E. of Tucson, AZ.","So what did Big Tech do with all their huge earnings when things were gangbusters for them. That now they are suffering their worst earnings in years that they have to layoff employees like mad now?

Someone needs to look at their boardroom officers take and administrators also",1,0,2022-07-01,7,so what did big tech do with all their huge earnings when things were gangbusters for them that now they are suffering their worst earnings in years that they have to layoff employees like mad nowsomeone needs to look at their boardroom officers take and administrators also,-0.765,Negative
292,2022-07-28 20:40:50+00:00,OSA_Rochester,Twitter Web App,"Rochester, NY","$INTC Dividend cut has to be around the quarter to fund future Capex. Big Hiring Spree, followed by horrible results and tech layoffs everywhere. I can't imagine the ramifications if INTC had to pivot from massive hiring to layoffs in 6 months. New hire options underwater quick.",1,0,2022-07-28,7,intc dividend cut has to be around the quarter to fund future capex big hiring spree followed by horrible results and tech layoffs everywhere i cant imagine the ramifications if intc had to pivot from massive hiring to layoffs in  months new hire options underwater quick,-0.6808,Negative
293,2022-07-06 16:37:39+00:00,t3rrordactyl,Twitter for Android,"California, USA","My advice for people trying to get jobs in tech is always leverage your b.s. meter. If they can't provide a clear understanding of the functions of a job, it means there's a high chance that job will be cut in a round of layoffs.",2,1,2022-07-06,7,my advice for people trying to get jobs in tech is always leverage your bs meter if they cant provide a clear understanding of the functions of a job it means theres a high chance that job will be cut in a round of layoffs,-0.3147,Negative
294,2022-07-14 01:45:44+00:00,CrunchyCarpets,Twitter for iPhone,"Vancouver, BC",My LinkedIn is filled with mass layoffs - mostly in tech sector - kind of scary,0,0,2022-07-14,7,my linkedin is filled with mass layoffs  mostly in tech sector  kind of scary,-0.5413,Negative
295,2022-07-24 12:00:03+00:00,marktenenholtz,Typefully,"Austin, TX","It seems like every time I open tech news:

• Layoffs
• Hiring freezes
• Offers rescinded

The wheat is about to be separated from the shaft in ML.

Productive, value-driven teams will have the pick of the litter and will continue to thrive.",74,5,2022-07-24,7,it seems like every time i open tech news• layoffs• hiring freezes• offers rescindedthe wheat is about to be separated from the shaft in mlproductive valuedriven teams will have the pick of the litter and will continue to thrive,0.3612,Positive
296,2022-07-21 07:29:49+00:00,irmagery,Twitter Web App,The space between universes,It seems that every week nowadays I read about another big tech company having layoffs or freezing hiring for this year.,0,0,2022-07-21,7,it seems that every week nowadays i read about another big tech company having layoffs or freezing hiring for this year,-0.1027,Negative
297,2022-07-01 12:47:18+00:00,leosiligato,Twitter Web App,Milano,Is it just me or is the #media completely missing the massive layoffs hitting the #tech scene worldwide? Wake up journos!,0,0,2022-07-01,7,is it just me or is the media completely missing the massive layoffs hitting the tech scene worldwide wake up journos,-0.3597,Negative
298,2022-07-08 07:25:02+00:00,jchengery,Hootsuite Inc.,"Cleveland, Ohio","All these #cybersecurity layoffs, withdrawals will only put more pressure on those still in industry- critical 2 boost incentives 4 people 2 enter field 2 protect infrastructure/society. #digitalmarketing #ecommerce #mcommerce #retail #tech #techmarketing $MSFT $AAPL $GOOG $AMZN",0,0,2022-07-08,7,all these cybersecurity layoffs withdrawals will only put more pressure on those still in industry critical  boost incentives  people  enter field  protect infrastructuresociety digitalmarketing ecommerce mcommerce retail tech techmarketing msft aapl goog amzn,0.4228,Positive
299,2022-07-07 21:03:53+00:00,ShareScoops,Twitter Web App,United States,"Today's Scoop = Cruising

Markets continued the positive momentum for the fourth day, as investors found confidence in Samsung's pulse on the tech sector. Layoffs are increasing. The trade deficit declined in May as the US boosted exports.

S&amp;P 500: 3,902.62⬆️+1.5%
7/7/22",0,0,2022-07-07,7,todays scoop  cruisingmarkets continued the positive momentum for the fourth day as investors found confidence in samsungs pulse on the tech sector layoffs are increasing the trade deficit declined in may as the us boosted exportssampp  ⬆️,0.8074,Positive
300,2022-08-02 23:38:04+00:00,alexkagin,Twitter Web App,Maryland,"Tech companies have gotten so bloated. $HOOD with 3,800 employees before its last layoff seems like overkill. But I suppose if $TWTR can have 7,500 anything is possible.",5,0,2022-08-02,8,tech companies have gotten so bloated hood with  employees before its last layoff seems like overkill but i suppose if twtr can have  anything is possible,0.1901,Positive
301,2022-08-02 20:54:24+00:00,itsmilesbaker,Twitter for iPhone,Metaverse,The amount of layoffs happening across the tech industry has been so scary. If anyone still feels a sense of stability please tell me your secret.,1,0,2022-08-02,8,the amount of layoffs happening across the tech industry has been so scary if anyone still feels a sense of stability please tell me your secret,-0.4246,Negative
302,2022-08-07 17:20:01+00:00,40sReborn,Tweet Hunter Pro,"""Debt Zero Hero"" coming soon","Layoffs are everywhere in tech. 

If that doesn't motivate you to get out of consumer debt, you're not gonna make it.",0,1,2022-08-07,8,layoffs are everywhere in tech if that doesnt motivate you to get out of consumer debt youre not gonna make it,-0.5696,Negative
303,2022-08-12 12:51:45+00:00,sofiashendi,Twitter Web App,"Montreal, QC","About all those tech layoffs.. As a CTO, I fought daily to block new hires unless I was sure we would depend on that role permanently. A task is not a job &amp; a lot of CEOs don’t get that + tend to hire too much because they have $. They don’t get hurt in the end, employees do.",1,0,2022-08-12,8,about all those tech layoffs as a cto i fought daily to block new hires unless i was sure we would depend on that role permanently a task is not a job amp a lot of ceos don’t get that  tend to hire too much because they have  they don’t get hurt in the end employees do,-0.743,Negative
304,2022-08-18 16:23:15+00:00,dramaatheprince,Twitter for iPhone,"New York, USA","Despite mass tech layoffs, now is the best time to land a role at a new company. Sales teams that are hiring through this are in a good position financially and are the kind of companies you want to sell at.",0,0,2022-08-18,8,despite mass tech layoffs now is the best time to land a role at a new company sales teams that are hiring through this are in a good position financially and are the kind of companies you want to sell at,0.8126,Positive
305,2022-08-09 19:19:33+00:00,mallaflame,Twitter for iPhone,Kanto Region,So many layoffs going on in the tech world praying for all my techies,0,0,2022-08-09,8,so many layoffs going on in the tech world praying for all my techies,0.3612,Positive
306,2022-08-06 03:05:53+00:00,unusual_whales,Twitter for iPhone,,"Just 9% of tech workers feel secure about their jobs right now given numerous layoffs, per CNBC.",1197,120,2022-08-06,8,just  of tech workers feel secure about their jobs right now given numerous layoffs per cnbc,0.34,Positive
307,2022-08-02 23:12:42+00:00,mriahdani,Twitter for iPhone,Venus dasha,Tech layoffs are happening right now oh no,0,0,2022-08-02,8,tech layoffs are happening right now oh no,-0.296,Negative
308,2022-08-05 01:12:35+00:00,A_Drunk_Carry,Twitter for Android,,"Reminder to anyone out there who's fallen victim to layoffs recently (especially tech) that I'm a recruiter for a firm with 300+ people.

Feel free to DM me your info &amp; I'll put you on our job board. And we don't make commissions, it's all love. 

#Job #layoffs #recruitment #tech",13,2,2022-08-05,8,reminder to anyone out there whos fallen victim to layoffs recently especially tech that im a recruiter for a firm with  peoplefeel free to dm me your info amp ill put you on our job board and we dont make commissions its all love job layoffs recruitment tech,0.2732,Positive
309,2022-08-12 13:59:23+00:00,BoilerRoomTweet,Twitter Web App,,"#wix: 

#Revenue lags bookings, and bookings were up only 3% in the quarter compared to Q2 2021. Exchange rates cut the growth from 7%. Cost-cutting will come from #layoffs. Wix said 25% of the savings would come from its #customer care group.

#domains #tech #recession #us #mkt",0,1,2022-08-12,8,wix revenue lags bookings and bookings were up only  in the quarter compared to   exchange rates cut the growth from  costcutting will come from layoffs wix said  of the savings would come from its customer care groupdomains tech recession us mkt,-0.1531,Negative
310,2022-08-24 00:03:48+00:00,GDonnelly82,Twitter for iPhone,localhost:3000,"If the tech companies stopped driving up developer salaries to unsustainable levels in order to outcompete each other, we wouldn’t have mass layoffs! 

You’ll need a $20m pre-seed round pretty soon!",0,0,2022-08-24,8,if the tech companies stopped driving up developer salaries to unsustainable levels in order to outcompete each other we wouldn’t have mass layoffs you’ll need a  preseed round pretty soon,0.3182,Positive
311,2022-08-23 21:11:40+00:00,proselandia,Twitter for iPhone,"Melbourne, Victoria","Tech layoffs were one thing. 
This is something else.",0,0,2022-08-23,8,tech layoffs were one thing this is something else,0.0,Neutral
312,2022-08-11 12:36:06+00:00,trishtaylor,Twitter Web App,,"With so many tech sector layoffs, I'm never been more grateful to work in ag. BUT there's years where we have huge crop failures so it's not always rosy. And we really on tech so much - everyone is important!",3,0,2022-08-11,8,with so many tech sector layoffs im never been more grateful to work in ag but theres years where we have huge crop failures so its not always rosy and we really on tech so much  everyone is important,-0.1775,Negative
313,2022-08-03 18:57:10+00:00,carmeIodrama,Twitter for Android,"Toronto, Ontario",all these tech layoffs...recession is hitting that industry,5,0,2022-08-03,8,all these tech layoffsrecession is hitting that industry,0.0,Neutral
314,2022-08-10 11:58:04+00:00,FergsWords,Twitter for iPhone,"Toronto, ON","There have been enough examples of “good” lay-off stories from tech companies that it’s really baffling seeing CEOs posting pictures of them crying. The only way to do a layoff “right” is to centre the experiences of the staff let go, not yourself.",1,0,2022-08-10,8,there have been enough examples of “good” layoff stories from tech companies that it’s really baffling seeing ceos posting pictures of them crying the only way to do a layoff “right” is to centre the experiences of the staff let go not yourself,-0.4767,Negative
315,2022-08-18 21:38:27+00:00,ScungilliM,Twitter for Android,Ireland,"There's a myth that tech layoffs get disproportionate amount of media attention and it's BS, all the big layoffs I know of are massively downplayed in the media if they get attention at all",0,0,2022-08-18,8,theres a myth that tech layoffs get disproportionate amount of media attention and its bs all the big layoffs i know of are massively downplayed in the media if they get attention at all,0.0,Neutral
316,2022-08-19 14:42:44+00:00,nickdotht,Twitter for iPhone,🇭🇹,"There’s been a serious push for inclusion in tech lately

Downside? A lot of people got “forced into” the field and never really liked their job

Result? Massive layoffs because they’re expendable with this economy.

Now we’re gonna hear a lot of people talk about passion.. again",4,0,2022-08-19,8,there’s been a serious push for inclusion in tech latelydownside a lot of people got “forced into” the field and never really liked their jobresult massive layoffs because they’re expendable with this economynow we’re gonna hear a lot of people talk about passion again,0.039,Neutral
